transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_39e5d3df,CUST_94221,6914300130904903,2024-10-02 03:28:14.908711+00:00,Gas,local,Truck Stop,317517.67,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Android App,mobile,a51794cff99578af75309353f1000835,48.141.191.189,0,False,3,False,"{'num_transactions': 496, 'total_amount': 117248316.96770321, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 3335705.6379009765}",False
TX_06c8db8a,CUST_77184,372009511720949,2024-10-15 23:00:46.987353+00:00,Grocery,physical,Kroger,627.75,USD,USA,New York,large,Gold Credit,False,Safari,web,48678b47fac9748eb1da6abecac0a232,53.183.115.120,0,False,23,False,"{'num_transactions': 133, 'total_amount': 5655534.632024384, 'unique_merchants': 74, 'unique_countries': 10, 'max_single_amount': 1477907.8701469952}",False
TX_7a92fc72,CUST_79232,370889131507616,2024-10-14 18:14:14.481099+00:00,Travel,airlines,American Airlines,2155.58,SGD,Singapore,Unknown City,medium,Premium Debit,False,Safari,web,3381c9f0784ae0c54cf310db4a64b918,28.224.41.222,0,True,18,False,"{'num_transactions': 84, 'total_amount': 1990683.809733175, 'unique_merchants': 55, 'unique_countries': 11, 'max_single_amount': 557621.3409740753}",False
TX_84a4ad7c,CUST_60472,5897776620066829,2024-10-29 19:28:27.356742+00:00,Retail,online,Newegg,723.36,GBP,UK,Unknown City,medium,Platinum Credit,False,Firefox,web,bcbf352df7bda3a26fbb84b3745c5693,111.91.84.67,0,False,19,False,"{'num_transactions': 27, 'total_amount': 6165403.31341603, 'unique_merchants': 25, 'unique_countries': 7, 'max_single_amount': 3949919.9568814416}",False
TX_5d34ec94,CUST_28346,4960553074764646,2024-10-22 05:16:35.087919+00:00,Grocery,physical,Food Lion,63857.99,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,4ab738afe4a9a1ba4715e05dc0e55089,33.24.138.71,1,False,5,False,"{'num_transactions': 325, 'total_amount': 13007826.724921703, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 2290741.574299728}",True
TX_7ad427f9,CUST_20961,4855771152386870,2024-10-06 08:20:48.775526+00:00,Restaurant,fast_food,Burger King,56245.33,NGN,Nigeria,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,7ad27af8081341718b7763471619c503,211.45.51.161,1,False,8,True,"{'num_transactions': 396, 'total_amount': 19562167.236246113, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 910525.435187843}",True
TX_8fda807a,CUST_48472,6035931625837812,2024-10-03 05:00:44.953132+00:00,Healthcare,pharmacy,Walgreens,37195.32,JPY,Japan,Unknown City,medium,Basic Credit,False,iOS App,mobile,2bac750413056789ac89cba586f9c538,24.145.13.110,0,False,5,False,"{'num_transactions': 163, 'total_amount': 5805631.579956487, 'unique_merchants': 84, 'unique_countries': 11, 'max_single_amount': 680612.2727573504}",False
TX_2b9b5251,CUST_53182,5659832219853032,2024-10-03 23:39:49.859949+00:00,Education,supplies,Chegg,528.08,CAD,Canada,Unknown City,medium,Basic Credit,False,iOS App,mobile,1f5699a32b740a47ec7b850bcab61381,242.97.239.167,0,False,23,False,"{'num_transactions': 231, 'total_amount': 4958501.811966307, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 987986.9165558944}",False
TX_6f539169,CUST_46710,5759815633531812,2024-10-11 12:11:09.406245+00:00,Restaurant,fast_food,Subway,85.62,GBP,UK,Unknown City,medium,Basic Debit,False,iOS App,mobile,27bc799a1fad30e62528dec96e6b4822,149.169.140.119,0,False,12,False,"{'num_transactions': 482, 'total_amount': 17704365.914588407, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1903563.1581182836}",False
TX_09ce3d34,CUST_69354,4026547963011822,2024-10-08 11:01:36.806594+00:00,Retail,online,Amazon,73302.3,RUB,Russia,Unknown City,medium,Platinum Credit,False,Edge,web,a4ca9b7a28ef13ff16352bb323f80ec9,140.112.45.13,0,False,11,False,"{'num_transactions': 2401, 'total_amount': 110403217.9250669, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5281345.09866439}",False
TX_f6e7b63e,CUST_98510,5186657845753229,2024-10-15 14:18:46.216307+00:00,Education,supplies,University Bookstore,506.22,EUR,France,Unknown City,medium,Platinum Credit,False,Edge,web,3870abb142220adf9712b17c9fe0f6c2,83.74.222.7,0,False,14,False,"{'num_transactions': 169, 'total_amount': 2999134.0718790684, 'unique_merchants': 85, 'unique_countries': 12, 'max_single_amount': 909534.9016592039}",False
TX_6e21f2c6,CUST_87393,6695998050916628,2024-10-22 19:32:51.699226+00:00,Grocery,physical,Whole Foods,301.28,SGD,Singapore,Unknown City,medium,Basic Credit,False,Chrome,web,658d1a2b80d6fc5b77e29f4e5e520d49,214.247.181.130,0,False,19,False,"{'num_transactions': 324, 'total_amount': 21886902.54767778, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 4628006.719088991}",False
TX_5209744e,CUST_17104,370076643773718,2024-10-07 13:27:36.883168+00:00,Restaurant,fast_food,Wendy's,3994.06,JPY,Japan,Unknown City,medium,Basic Debit,False,Android App,mobile,131a605e461a489cf803e8e514b6f565,35.131.136.156,0,False,13,False,"{'num_transactions': 1045, 'total_amount': 35812740.80926217, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 923517.977580609}",False
TX_7745abc5,CUST_99538,376721542470122,2024-10-18 06:12:00.657293+00:00,Healthcare,medical,Urgent Care,222.82,USD,USA,New York,large,Basic Credit,False,Firefox,web,a9f0339f9a1d9bf225d37d18c0a76200,44.94.136.175,0,False,6,False,"{'num_transactions': 384, 'total_amount': 10584226.862518262, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1811186.175433748}",False
TX_1f47baa4,CUST_93627,5239896921148154,2024-10-22 13:49:12.003033+00:00,Gas,local,Truck Stop,2498.34,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,788e515fe7cf9eb3c9715cbcfb19b279,120.227.177.106,1,False,13,False,"{'num_transactions': 101, 'total_amount': 2007290.8957341183, 'unique_merchants': 65, 'unique_countries': 8, 'max_single_amount': 499666.37982709316}",False
TX_28ec23a6,CUST_74833,370202122600343,2024-09-30 19:15:43.952550+00:00,Restaurant,premium,Morton's,8800.25,MXN,Mexico,Unknown City,medium,Basic Credit,False,Firefox,web,630e819b3269e25a74409d22bf1e73df,103.37.245.176,0,False,19,False,"{'num_transactions': 487, 'total_amount': 12607566.494745472, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1658810.6393274723}",False
TX_8d277c1a,CUST_68917,4441601566573121,2024-10-14 19:36:46.330473+00:00,Education,supplies,Barnes & Noble,259.64,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,c38eba0406949e690ff370e5430a4e22,144.250.140.105,0,False,19,False,"{'num_transactions': 490, 'total_amount': 13063580.250922918, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 3301918.042614886}",False
TX_7cf354be,CUST_57621,4103256360141762,2024-10-10 15:30:02.213905+00:00,Restaurant,casual,TGI Fridays,1809.04,MXN,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,fde643d70408b5fbe89b197238ef72f3,136.99.101.75,0,False,15,False,"{'num_transactions': 132, 'total_amount': 4195006.918765287, 'unique_merchants': 79, 'unique_countries': 8, 'max_single_amount': 650536.8840772867}",False
TX_4e584d65,CUST_15679,5161892526122431,2024-10-04 22:28:02.280432+00:00,Retail,physical,Target,773.87,SGD,Singapore,Unknown City,medium,Gold Credit,False,Edge,web,b89ac3ec1f7cb115a5e6e15d9b8d8b3c,140.192.74.64,1,False,22,False,"{'num_transactions': 819, 'total_amount': 24422742.69328702, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1102525.2164882831}",False
TX_5ccc715a,CUST_42905,4555317321136003,2024-10-06 19:25:16.386495+00:00,Travel,airlines,United Airlines,160625.49,JPY,Japan,Unknown City,medium,Premium Debit,False,Firefox,web,998272484af78cffc6cdc5132622f029,121.163.32.113,0,True,19,True,"{'num_transactions': 58, 'total_amount': 2363946.7133099763, 'unique_merchants': 45, 'unique_countries': 8, 'max_single_amount': 292717.5803692324}",False
TX_a5a4ad1f,CUST_42052,6476284428107025,2024-10-21 21:47:31.358681+00:00,Healthcare,medical,Urgent Care,29317.3,RUB,Russia,Unknown City,medium,Basic Credit,False,Firefox,web,226d9194fcf862c12d2850de31200068,64.112.151.152,0,False,21,False,"{'num_transactions': 138, 'total_amount': 6200699.497971363, 'unique_merchants': 83, 'unique_countries': 12, 'max_single_amount': 924195.4032188316}",False
TX_cf162bb9,CUST_42483,6095138537336134,2024-10-29 07:42:31.960604+00:00,Gas,local,Highway Gas Stop,12006.73,BRL,Brazil,Unknown City,medium,Premium Debit,False,Android App,mobile,05cdcc52361d0aff3b348d7ccf97cc79,220.209.223.217,1,False,7,False,"{'num_transactions': 68, 'total_amount': 1432866.3070125447, 'unique_merchants': 51, 'unique_countries': 11, 'max_single_amount': 385318.067314844}",True
TX_c4c2ea5d,CUST_73854,5627134421755207,2024-10-04 20:08:33.745628+00:00,Grocery,online,FreshDirect,476.85,AUD,Australia,Unknown City,medium,Basic Debit,False,iOS App,mobile,5e4f39ef3cfcaf9ea82f73335dd9ab40,255.178.181.73,1,False,20,False,"{'num_transactions': 1037, 'total_amount': 31271129.04300631, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2776944.440579274}",False
TX_bfafc679,CUST_33849,5256372485575503,2024-10-15 08:13:56.070752+00:00,Education,supplies,Barnes & Noble,1674.8,CAD,Canada,Unknown City,medium,Platinum Credit,False,iOS App,mobile,a62abae1dd7327be8492b49cf4e1c9ad,137.6.118.38,0,False,8,False,"{'num_transactions': 877, 'total_amount': 21469725.12742055, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3731138.540420972}",False
TX_6a72bffb,CUST_94221,6914300130904903,2024-10-27 17:55:06.904994+00:00,Entertainment,gaming,Steam,139782.35,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Chrome,web,20ba770b8966011e9d8540d9e73d4046,139.65.176.114,0,True,17,True,"{'num_transactions': 62, 'total_amount': 13394081.576910779, 'unique_merchants': 43, 'unique_countries': 10, 'max_single_amount': 591578.5894066889}",False
TX_b77bcd5f,CUST_39059,371168272263803,2024-10-02 17:57:20.152440+00:00,Restaurant,premium,Capital Grille,188.47,EUR,France,Unknown City,medium,Basic Debit,False,Edge,web,f4a55ed933d1d69037119b2e1db74829,174.99.254.239,0,False,17,False,"{'num_transactions': 620, 'total_amount': 11268333.818171185, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 920795.0346947693}",False
TX_9d61e34c,CUST_96372,373233644460160,2024-10-29 22:33:47.447124+00:00,Healthcare,medical,Local Hospital,394.2,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,a1008ecc3b22dd25e0a9bea7ffaf9ea4,37.60.125.223,0,False,22,False,"{'num_transactions': 25, 'total_amount': 922607.5715700317, 'unique_merchants': 23, 'unique_countries': 7, 'max_single_amount': 910132.002781125}",False
TX_326cbcf2,CUST_87073,4446966481556500,2024-10-15 03:42:29.696966+00:00,Restaurant,fast_food,Burger King,78.5,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,3a5a7ef9467144a223cd6bbda5430ce5,211.196.88.18,1,False,3,False,"{'num_transactions': 649, 'total_amount': 83953032.01769012, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1738619.0121393236}",True
TX_07055105,CUST_99677,373840662050044,2024-10-11 18:16:51.436030+00:00,Travel,booking,Hotels.com,443.39,USD,USA,Los Angeles,large,Basic Credit,False,Android App,mobile,30ed0626294c1040e7fad5edc0dabbbe,12.220.85.27,0,True,18,False,"{'num_transactions': 471, 'total_amount': 11889781.5805435, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2195537.7615784216}",False
TX_fd939fd2,CUST_82062,377167877034175,2024-10-24 01:14:44.406552+00:00,Healthcare,medical,Medical Center,1258.17,NGN,Nigeria,Unknown City,medium,Basic Credit,True,NFC Payment,pos,1cdef448045c62522c83b8e9b3f532d2,185.43.198.213,1,False,1,False,"{'num_transactions': 241, 'total_amount': 7512422.013532406, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 1892853.9553997193}",True
TX_43c0ba1f,CUST_80196,4497016052548300,2024-10-22 07:09:43.342243+00:00,Restaurant,premium,Nobu,247.69,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,66680d300e2f439d988665230a5fde45,98.9.150.80,1,False,7,False,"{'num_transactions': 83, 'total_amount': 2503360.3967917147, 'unique_merchants': 51, 'unique_countries': 10, 'max_single_amount': 1015471.1151191017}",False
TX_a39c5d93,CUST_93280,4798939981300772,2024-10-19 11:36:00.366476+00:00,Education,supplies,Chegg,193208.1,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Firefox,web,ba3cec278b2f11f7a066ea2cf83abb0d,211.233.185.241,0,False,11,True,"{'num_transactions': 454, 'total_amount': 83781572.06379803, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1497884.3978517381}",False
TX_c97cae0b,CUST_56812,5733096587487670,2024-10-16 10:10:27.342419+00:00,Travel,booking,Expedia,0.58,GBP,UK,Unknown City,medium,Basic Debit,True,Chip Reader,pos,4ebcc4fe7fa2c4e654cab149f82cc2af,3.225.198.19,1,True,10,False,"{'num_transactions': 784, 'total_amount': 79172579.26426019, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3217126.3145719753}",True
TX_ff4c9dda,CUST_55997,6661474106423928,2024-10-17 07:52:51.891602+00:00,Education,supplies,University Bookstore,903.88,EUR,France,Unknown City,medium,Platinum Credit,False,Firefox,web,c47858495b567d4118eec2c901a6e398,123.127.180.55,0,False,7,False,"{'num_transactions': 268, 'total_amount': 9182170.558022607, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 867438.1146712884}",False
TX_b7b71ce0,CUST_50274,4800200539471474,2024-10-04 08:08:26.693717+00:00,Entertainment,streaming,Amazon Prime,3022.56,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Firefox,web,55029bf9bbd1e10546a68a429d9df671,157.31.10.250,1,True,8,False,"{'num_transactions': 222, 'total_amount': 17548860.540895175, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 1786045.022345791}",False
TX_f7f809fc,CUST_17383,374168021742336,2024-10-02 12:21:23.763317+00:00,Travel,transport,Uber,137.68,SGD,Singapore,Unknown City,medium,Basic Credit,False,Android App,mobile,4d0e27b6bc15c1470f72c6d77b95885d,82.85.11.113,1,True,12,False,"{'num_transactions': 417, 'total_amount': 13140912.762885233, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2260155.912413429}",False
TX_19a29ecf,CUST_97677,6818546591411773,2024-10-23 07:01:48.729414+00:00,Entertainment,streaming,Apple Music,547.72,BRL,Brazil,Unknown City,medium,Basic Credit,False,iOS App,mobile,bd83aaf372751ffd8e0c7ade9d8ff9f2,157.10.44.26,0,True,7,False,"{'num_transactions': 140, 'total_amount': 4637732.597695358, 'unique_merchants': 78, 'unique_countries': 10, 'max_single_amount': 1179820.3202499184}",False
TX_f3e8d406,CUST_60128,6922156428204764,2024-10-23 20:45:55.757169+00:00,Grocery,online,FreshDirect,286.55,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,2e491d384175f9fcbd0094b069e8c41e,27.38.217.81,0,False,20,False,"{'num_transactions': 89, 'total_amount': 600093.0679805949, 'unique_merchants': 60, 'unique_countries': 10, 'max_single_amount': 142609.8240859223}",False
TX_70bdc05d,CUST_99049,375324026925520,2024-10-24 15:03:27.612256+00:00,Education,supplies,University Bookstore,1171.26,BRL,Brazil,Unknown City,medium,Premium Debit,False,Edge,web,237b49c5915bc2ad9f5394ff70182559,139.180.197.84,0,False,15,False,"{'num_transactions': 29, 'total_amount': 704340.2892035414, 'unique_merchants': 22, 'unique_countries': 5, 'max_single_amount': 359226.2263116134}",False
TX_4e7f6472,CUST_72886,6646734767813109,2024-10-30 10:52:59.876605+00:00,Healthcare,medical,Lab Corp,826.82,EUR,Germany,Unknown City,medium,Platinum Credit,False,iOS App,mobile,e8e6160445c935fd0001501e4cbac8bc,51.195.202.222,1,False,10,False,"{'num_transactions': 1, 'total_amount': 1202.0208778230367, 'unique_merchants': 1, 'unique_countries': 1, 'max_single_amount': 826.8225624306342}",False
TX_bf13f074,CUST_99140,6601171327241997,2024-10-02 21:25:19.181306+00:00,Education,online,Udemy,164.05,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,934c710239f609e06f795a57c7f68f22,141.205.128.213,0,False,21,False,"{'num_transactions': 371, 'total_amount': 8192609.801512843, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1071329.4600190148}",False
TX_30bc6e69,CUST_33597,6346346683094574,2024-10-29 13:07:05.287458+00:00,Grocery,online,FreshDirect,28284.72,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,4ca0a3fc1be647eeb82f5b0a2fc326ae,20.174.111.19,1,False,13,False,"{'num_transactions': 15, 'total_amount': 993547.9261093832, 'unique_merchants': 15, 'unique_countries': 7, 'max_single_amount': 465939.139119149}",False
TX_b4fbda63,CUST_11869,5742661852225078,2024-10-22 21:10:25.268733+00:00,Healthcare,medical,Urgent Care,570.96,AUD,Australia,Unknown City,medium,Basic Credit,False,Edge,web,9880794a5d5c227024bd2792633b24ed,49.247.30.187,0,False,21,False,"{'num_transactions': 144, 'total_amount': 2265630.1606334387, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 523087.11361449823}",False
TX_a452cd46,CUST_48367,6176410654147772,2024-10-10 11:20:25.126158+00:00,Travel,booking,Kayak,837092.77,RUB,Russia,Unknown City,medium,Gold Credit,False,Edge,web,1eff5f78af6d109e91ea82288af404b3,213.169.194.166,1,True,11,False,"{'num_transactions': 11, 'total_amount': 1026030.6181754263, 'unique_merchants': 10, 'unique_countries': 6, 'max_single_amount': 837092.7676721081}",True
TX_18f7d7d3,CUST_39367,372188620656671,2024-10-07 18:17:10.017848+00:00,Healthcare,pharmacy,DuaneReade,183.88,SGD,Singapore,Unknown City,medium,Basic Debit,False,Edge,web,f1d211d45031c613e5223258114c8780,240.209.210.101,0,False,18,False,"{'num_transactions': 474, 'total_amount': 6531247.085934502, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 605529.6378381482}",False
TX_c02b7616,CUST_40000,4985168431335807,2024-10-06 10:48:29.837852+00:00,Entertainment,gaming,Steam,344.65,USD,USA,Chicago,large,Premium Debit,False,Edge,web,573fd52423fc5d35db408e1c92d61788,200.189.167.130,0,True,10,True,"{'num_transactions': 37, 'total_amount': 1118898.3921302669, 'unique_merchants': 29, 'unique_countries': 7, 'max_single_amount': 933023.1877143233}",False
TX_6249d039,CUST_39119,379048870933431,2024-10-13 07:29:16.392117+00:00,Healthcare,medical,Lab Corp,266.94,GBP,UK,Unknown City,medium,Basic Debit,False,iOS App,mobile,db90f6793d2d6dc5949aca07fcf62c93,25.25.200.138,0,False,7,True,"{'num_transactions': 1083, 'total_amount': 26037264.588054158, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2486057.81508615}",False
TX_2c961afd,CUST_59076,6394255516980209,2024-10-26 18:54:46.270621+00:00,Education,supplies,Barnes & Noble,93511.09,RUB,Russia,Unknown City,medium,Gold Credit,True,Chip Reader,pos,b37116948c33cbd37b67221b24c5057b,222.5.203.9,1,False,18,True,"{'num_transactions': 14, 'total_amount': 1108230.2595203645, 'unique_merchants': 14, 'unique_countries': 6, 'max_single_amount': 903301.6995449248}",True
TX_2024cb64,CUST_11916,4646278897415976,2024-10-01 01:47:50.932243+00:00,Retail,online,eBay,944.28,AUD,Australia,Unknown City,medium,Premium Debit,False,Chrome,web,fa27cbad537987eb2e066d4372c5ef2a,96.188.110.42,0,False,1,False,"{'num_transactions': 805, 'total_amount': 34075004.105024576, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4094624.0044854255}",False
TX_65231c6e,CUST_84940,371740689202341,2024-09-30 15:46:19.156922+00:00,Grocery,online,Walmart Grocery,164.18,EUR,Germany,Unknown City,medium,Basic Debit,False,Edge,web,021e578c33ad0a7237b7b34ee1ad05ad,167.229.19.167,1,False,15,False,"{'num_transactions': 1194, 'total_amount': 47858822.55296007, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 976237.1577050651}",False
TX_5ef4ace6,CUST_60670,4610273286097586,2024-10-08 04:08:56.328590+00:00,Retail,physical,Walmart,172.62,EUR,Germany,Unknown City,medium,Basic Debit,False,Edge,web,774b595a1ba96e0ad4248f3bec7d988d,216.183.133.88,0,False,4,False,"{'num_transactions': 732, 'total_amount': 26658396.74159601, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1910103.4624972031}",False
TX_69b8a65a,CUST_31237,6792333476586478,2024-10-14 09:31:50.790280+00:00,Entertainment,gaming,PlayStation Store,155.53,EUR,France,Unknown City,medium,Basic Debit,False,Firefox,web,7be49f518b324bce710cf40fae6035f2,63.236.136.212,1,True,9,False,"{'num_transactions': 32, 'total_amount': 958917.2232871555, 'unique_merchants': 25, 'unique_countries': 9, 'max_single_amount': 652256.8479675334}",False
TX_ca6d89af,CUST_25905,6540695000719493,2024-10-23 19:46:04.925898+00:00,Grocery,physical,Aldi,12773.69,JPY,Japan,Unknown City,medium,Basic Credit,False,Edge,web,4ac87866bc5043b2731abb24df63f591,37.179.47.63,0,False,19,False,"{'num_transactions': 158, 'total_amount': 5599712.073587584, 'unique_merchants': 77, 'unique_countries': 12, 'max_single_amount': 349725.5074171655}",False
TX_20f6610a,CUST_98601,4454945083303437,2024-10-25 14:21:49.025068+00:00,Grocery,physical,Food Lion,34071.76,JPY,Japan,Unknown City,medium,Premium Debit,False,Edge,web,3edc9588347f65bdf238d3abdfcd0f79,250.91.168.52,1,False,14,False,"{'num_transactions': 119, 'total_amount': 2610049.418201603, 'unique_merchants': 67, 'unique_countries': 12, 'max_single_amount': 427259.9560234002}",False
TX_0e972ac5,CUST_48424,377524837481203,2024-10-21 02:59:06.198558+00:00,Travel,hotels,Sheraton,390.77,EUR,Germany,Unknown City,medium,Premium Debit,False,Edge,web,cc52e773a0b886a8365c3e686b571432,5.81.184.31,0,True,2,False,"{'num_transactions': 297, 'total_amount': 9622762.858741399, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 4019058.87505568}",False
TX_6e299ca5,CUST_99944,4555240205618757,2024-10-28 18:07:09.440253+00:00,Healthcare,pharmacy,CVS Pharmacy,23893.26,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,df0bc5c9bafd8357ae9872f6df2de25f,86.45.76.25,0,False,18,False,"{'num_transactions': 52, 'total_amount': 1866900.3071595512, 'unique_merchants': 37, 'unique_countries': 8, 'max_single_amount': 693923.9890890846}",False
